@type,accessLevel,accrualPeriodicity,bureauCode_0,conformsTo,contactPoint_@type,contactPoint_fn,contactPoint_hasEmail,dataQuality,describedBy,describedByType,description,distribution_0_description,distribution_0_downloadURL,distribution_0_format,distribution_0_mediaType,distribution_0_title,distribution_0_conformsTo,distribution_0_describedBy,distribution_0_describedByType,distribution_1_description,distribution_1_downloadURL,distribution_1_format,distribution_1_mediaType,distribution_1_title,distribution_1_conformsTo,distribution_1_describedBy,distribution_1_describedByType,distribution_1_accessURL,distribution_2_conformsTo,distribution_2_describedBy,distribution_2_describedByType,distribution_2_description,distribution_2_downloadURL,distribution_2_format,distribution_2_mediaType,distribution_2_title,distribution_2_accessURL,distribution_3_description,distribution_3_downloadURL,distribution_3_format,distribution_3_mediaType,distribution_3_title,distribution_3_accessURL,identifier,isPartOf,issued,keyword_0,keyword_1,keyword_2,keyword_3,keyword_4,keyword_5,keyword_6,keyword_7,keyword_8,keyword_9,keyword_10,keyword_11,keyword_12,keyword_13,keyword_14,keyword_15,keyword_16,keyword_17,keyword_18,keyword_19,keyword_20,keyword_21,keyword_22,keyword_23,keyword_24,keyword_25,keyword_26,keyword_27,keyword_28,keyword_29,keyword_30,keyword_31,keyword_32,keyword_33,keyword_34,keyword_35,keyword_36,landingPage,language,license,modified,primaryITInvestmentUII,programCode_0,publisher_name,references_0,references_1,references_2,references_3,rights,spatial,systemOfRecords,temporal,theme_0,title
dcat:Dataset,non-public,,016:00,,vcard:Contact,Open Data,mailto:Open.Data@ssa.gov,,,,"The application will be used by managers to create employee performance plans, performance discussions and to finalize employee appraisals .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-GOV-SSA-46,,,appraisals,managers,performance discussions,performance plans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.usa.gov/government-copyright,2025-11-21,,016:000,Social Security Administration,,,,,The data asset contains Personally Identifiable Information (PII) and cannot be provided to the public.,,,,,Performance Assessment And Communication System
dcat:Dataset,non-public,,016:00,,vcard:Contact,Open Data,mailto:Open.Data@ssa.gov,,,,"The Payroll ODS will provide a single repository of payroll data to produce accurate and timely financial reports to support operating, budget, and policy decisions.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-GOV-SSA-47,,,budget,financial reports,ODS,operating,payroll,policy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.usa.gov/government-copyright,2025-11-21,,016:000,Social Security Administration,,,,,The data asset contains Personally Identifiable Information (PII) and cannot be provided to the public.,,,,,Payroll Operational Data Store
dcat:Dataset,non-public,,016:00,,vcard:Contact,Open Data,mailto:Open.Data@ssa.gov,,,,Captures work sampling and related management information for SSA's processing centers.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-GOV-SSA-48,,,management information,productivity,work activities,work sampling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.usa.gov/government-copyright,2025-11-21,,016:000,Social Security Administration,,,,,"The publishing of the data asset cannot be done due to one or more of the following reasons: contains personal identifying information, contains federal tax information, contains sensitive information, or a data assessment has not been completed.",,,,,Processing Center Management Info & Work Sampling
dcat:Dataset,non-public,,016:00,,vcard:Contact,Open Data,mailto:Open.Data@ssa.gov,,,,Measures and monitors adjudicative processes for all SSA programs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-GOV-SSA-49,,,adjudicative processes,electronic quality assurance,EQA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.usa.gov/government-copyright,2025-11-21,,016:000,Social Security Administration,,,,,The data asset contains Personally Identifiable Information (PII) and Federal Tax Information (FTI) and cannot be provided to the public.,,,,,Electronic Quality Assurance Systems (EQA)
dcat:Dataset,non-public,,016:00,,vcard:Contact,Open Data,mailto:Open.Data@ssa.gov,,,,Management information for the Representative Payee Accounting Process.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-GOV-SSA-50,,,accounting,management information,payee,rep payee,representative payee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.usa.gov/government-copyright,2025-11-21,,016:000,Social Security Administration,,,,,The data asset contains Personally Identifiable Information (PII) and cannot be provided to the public.,,,,,Electronic Representative Payee Accounting Management Information
dcat:Dataset,non-public,,016:00,,vcard:Contact,Open Data,mailto:Open.Data@ssa.gov,,,,Collects Resource Accounting System data.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-GOV-SSA-51,,,RAS,resource accounting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.usa.gov/government-copyright,2025-11-21,,016:000,Social Security Administration,,,,,The data asset contains Personally Identifiable Information (PII) and cannot be provided to the public.,,,,,Resource Accounting System (RAS) - Mainframe T&A System
dcat:Dataset,non-public,,016:00,,vcard:Contact,Open Data,mailto:Open.Data@ssa.gov,,,,Management Information data tracking MySSA suite of services.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-GOV-SSA-52,,,management information,MySSA,public services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.usa.gov/government-copyright,2025-11-21,,016:000,Social Security Administration,,,,,The data asset contains Personally Identifiable Information (PII) and cannot be provided to the public.,,,,,Registration Of Most Everyone Management Information
dcat:Dataset,non-public,,016:00,,vcard:Contact,Open Data,mailto:Open.Data@ssa.gov,,,,Provides office hierarchy information for Management Information purposes.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-GOV-SSA-53,,,management information,office hierarchy,reporting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.usa.gov/government-copyright,2025-11-21,,016:000,Social Security Administration,,,,,"The publishing of the data asset cannot be done due to one or more of the following reasons: contains personal identifying information, contains federal tax information, contains sensitive information, or a data assessment has not been completed.",,,,,Report Office
dcat:Dataset,non-public,,016:00,,vcard:Contact,Open Data,mailto:Open.Data@ssa.gov,,,,Provides a single source for all Agency appeals information for use in Workload Management and Business Intelligence.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-GOV-SSA-54,,,appeals,business intelligence,workload management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.usa.gov/government-copyright,2025-11-21,,016:000,Social Security Administration,,,,,The data asset contains Personally Identifiable Information (PII) and cannot be provided to the public.,,,,,SSA Unified Measurement System (SUMS) Appeals Operational Data Store
dcat:Dataset,non-public,,016:00,,vcard:Contact,Open Data,mailto:Open.Data@ssa.gov,,,,Supports Information and statistical counts for SUMS Earnings Data.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-GOV-SSA-55,,,earnings,SUMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.usa.gov/government-copyright,2025-11-21,,016:000,Social Security Administration,,,,,The data asset contains Personally Identifiable Information (PII) and Federal Tax Information (FTI) and cannot be provided to the public.,,,,,SUMS Earnings Operational Data Store
dcat:Dataset,non-public,,016:00,,vcard:Contact,Open Data,mailto:Open.Data@ssa.gov,,,,Provides shared data structures and utilities for the BI Architecture.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-GOV-SSA-56,,,BI,business intelligence,MSHARE,reference data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.usa.gov/government-copyright,2025-11-21,,016:000,Social Security Administration,,,,,"The publishing of the data asset cannot be done due to one or more of the following reasons: contains personal identifying information, contains federal tax information, contains sensitive information, or a data assessment has not been completed.",,,,,Business Information Architecture Shared Tables (MSHARE)
dcat:Dataset,non-public,,016:00,,vcard:Contact,Open Data,mailto:Open.Data@ssa.gov,,,,"Information to support the SSA Unified Measurement System (SUMS) and Managerial Cost Accountability System (MCAS) Program (SUMS/MCAS) to improve the quality, consistency and access to management information (MI).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-GOV-SSA-57,,,attendance,employee,management information,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.usa.gov/government-copyright,2025-11-21,,016:000,Social Security Administration,,,,,The data asset contains Personally Identifiable Information (PII) and cannot be provided to the public.,,,,,SUMS/MCAS Time Allocation System
dcat:Dataset,non-public,,016:00,,vcard:Contact,Open Data,mailto:Open.Data@ssa.gov,,,,Database that  logs enumeration transactions processed by the SSNAP  process.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-GOV-SSA-58,,,abuse,audit,enumeration transactions,fraud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.usa.gov/government-copyright,2025-11-21,,016:000,Social Security Administration,,,,,The data asset contains Personally Identifiable Information (PII) and cannot be provided to the public.,,,,,SSN Application Process (SSNAP) Audit Trail System
dcat:Dataset,non-public,,016:00,,vcard:Contact,Open Data,mailto:Open.Data@ssa.gov,,,,An Enumeration Operational Data Store (ODS) in DB2 using SUMS standards and architecture. MISF version for ad hoc reporting and standard MI reports.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-GOV-SSA-59,,,ad hoc query,enumeration,ODS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.usa.gov/government-copyright,2025-11-21,,016:000,Social Security Administration,,,,,The data asset contains Personally Identifiable Information (PII) and cannot be provided to the public.,,,,,SSN Application Process Management Information - Operational Data Store
dcat:Dataset,non-public,,016:00,,vcard:Contact,Open Data,mailto:Open.Data@ssa.gov,,,,This data store contains information to support automated appointed representative fee payments (attorneys and eligible for direct pay non-attorneys - EDPNA) and other Title II payments that cannot be made through the current Title II System.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-GOV-SSA-60,,,ad hoc query,appointed representative fee payment,appointed representatives,fee,single payment system,SPS,T2,Title II,title II payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.usa.gov/government-copyright,2025-11-21,,016:000,Social Security Administration,,,,,The data asset contains Personally Identifiable Information (PII) and Federal Tax Information (FTI) and cannot be provided to the public.,,,,,Single Payment System (SPS) Management Information
dcat:Dataset,non-public,,016:00,,vcard:Contact,Open Data,mailto:Open.Data@ssa.gov,,,,Provides ad hoc query and standard report data on the measure for preventing the issuance of SSN cards to non-existent children.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-GOV-SSA-61,,,ad hoc query,prevention,social security number cards prevention,SSN cards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.usa.gov/government-copyright,2025-11-21,,016:000,Social Security Administration,,,,,The data asset contains Personally Identifiable Information (PII) and cannot be provided to the public.,,,,,Long Term SSN Fraud
dcat:Dataset,non-public,,016:00,,vcard:Contact,Open Data,mailto:Open.Data@ssa.gov,,,,Subset of Client data housed in Integrated Client Database (ICDB).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-GOV-SSA-62,,,client,SUMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.usa.gov/government-copyright,2025-11-21,,016:000,Social Security Administration,,,,,The data asset contains Personally Identifiable Information (PII) and cannot be provided to the public.,,,,,Sums Client
dcat:Dataset,non-public,,016:00,,vcard:Contact,Open Data,mailto:Open.Data@ssa.gov,,,,Legacy management information system for Title XVI initial claims.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-GOV-SSA-63,,,legacy,management information,SSI,T16,Title XVI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.usa.gov/government-copyright,2025-11-21,,016:000,Social Security Administration,,,,,The data asset contains Personally Identifiable Information (PII) and cannot be provided to the public.,,,,,Legacy Title XVI Initial Claims Operational Data Store (Legacy T16 IC ODS)
dcat:Dataset,non-public,,016:00,,vcard:Contact,Open Data,mailto:Open.Data@ssa.gov,,,,Provides MI/BI for the Title XVI initial claims workloads.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-GOV-SSA-64,,,BI,business intelligence,management information,MI,SSI,T16,Title XVI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.usa.gov/government-copyright,2025-11-21,,016:000,Social Security Administration,,,,,The data asset contains Personally Identifiable Information (PII) and cannot be provided to the public.,,,,,SSA Unified Measurement System (SUMS) Title XVI Initial Claims Operational Data Store (SUMS T16 IC ODS)
dcat:Dataset,non-public,,016:00,,vcard:Contact,Open Data,mailto:Open.Data@ssa.gov,,,,"Provides MI/BI for the Title XVI post eligibility workloads.  Also houses Starz & Stripes data, which is used for workload control of redeterminations and limited issues.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-GOV-SSA-65,,,BI,business intelligence,limited issues,management information,MI,post entitlement,redeterminations,SSI,Starz and Stripes,T16,Title XVI,workload,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.usa.gov/government-copyright,2025-11-21,,016:000,Social Security Administration,,,,,The data asset contains Personally Identifiable Information (PII) and cannot be provided to the public.,,,,,SSA Unified Measurement System (SUMS) Title XVI Post-Eligibility Operational Data Store (PEODS)
dcat:Dataset,non-public,,016:00,,vcard:Contact,Open Data,mailto:Open.Data@ssa.gov,,,,Stores Management Information about Medicare Part C & Part D data for premiums and Medicare Part D Prescription Drug Subsidy processing and workload management data.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-GOV-SSA-66,,,Medicare part C,Medicare part D,prescription drug subsidy,workload management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.usa.gov/government-copyright,2025-11-21,,016:000,Social Security Administration,,,,,The data asset contains Personally Identifiable Information (PII) and cannot be provided to the public.,,,,,Medicare Management Information
dcat:Dataset,non-public,,016:00,,vcard:Contact,Open Data,mailto:Open.Data@ssa.gov,,,,"Provides ad hoc query and standard report  data that will provide summarized workload and respective task information for both Title II and Title XVI claims, at the office, regional and national levels.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-GOV-SSA-67,,,ad hoc query,T2,Title II,workload management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.usa.gov/government-copyright,2025-11-21,,016:000,Social Security Administration,,,,,The data asset contains Personally Identifiable Information (PII) and cannot be provided to the public.,,,,,Title II Workload Management Information
dcat:Dataset,non-public,,016:00,,vcard:Contact,Open Data,mailto:Open.Data@ssa.gov,,,,"Provides ad hoc query and standard report data for Garnishment of Tax Levy payments.  Data includes but is not limited to Title II benefits adjustment data, as well as data to issue payments to Treasury for disbursement to the IRS.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-GOV-SSA-68,,,ad hoc query,garnishment,T2,title II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.usa.gov/government-copyright,2025-11-21,,016:000,Social Security Administration,,,,,The data asset contains Personally Identifiable Information (PII) and cannot be provided to the public.,,,,,Workload Management Information For Garnishment
dcat:Dataset,non-public,,016:00,,vcard:Contact,Open Data,mailto:Open.Data@ssa.gov,,,,"Provides ad hoc and standard report data to support workload control and counts for Title II post-entitlement changes, reinstatements, payments, and checks.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-GOV-SSA-69,,,ad hoc query,post entitlement,T2,Title II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.usa.gov/government-copyright,2025-11-21,,016:000,Social Security Administration,,,,,The data asset contains Personally Identifiable Information (PII) and cannot be provided to the public.,,,,,SSA Unified Measurement System (SUMS) Title II Post Entitlement Operational Data Store
dcat:Dataset,non-public,,016:00,,vcard:Contact,Open Data,mailto:Open.Data@ssa.gov,,,,"Provides ad hoc query and standard report data for Tax Levy payments.  Data includes but is not limited to Title II benefits adjustment data, as well as data to issue payments to Treasury for disbursement to the IRS.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-GOV-SSA-70,,,ad hoc query,tax levy,workload management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.usa.gov/government-copyright,2025-11-21,,016:000,Social Security Administration,,,,,The data asset contains Personally Identifiable Information (PII) and Federal Tax Information (FTI) and cannot be provided to the public.,,,,,Workload Management Information For Tax Levy
dcat:Dataset,non-public,,016:00,,vcard:Contact,Open Data,mailto:Open.Data@ssa.gov,,,,Stores information for the Transaction Accuracy Review (TAR) which measures the adjudicative accuracy of the approximately 3.9 million Title II claims processed each year.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-GOV-SSA-71,,,accuracy,claims,title 2,title II,transactions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.usa.gov/government-copyright,2025-11-21,,016:000,Social Security Administration,,,,,The data asset contains Personally Identifiable Information (PII) and cannot be provided to the public.,,,,,Transaction Accuracy Review
dcat:Dataset,non-public,,016:00,,vcard:Contact,Open Data,mailto:Open.Data@ssa.gov,,,,The application is responsible for maintaining a series of tables containing data for fiscal and processing years and located on the mainframe and data warehouse servers.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-GOV-SSA-72,,,fiscal,management information,time reference,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.usa.gov/government-copyright,2025-11-21,,016:000,Social Security Administration,,,,,"The publishing of the data asset cannot be done due to one or more of the following reasons: contains personal identifying information, contains federal tax information, contains sensitive information, or a data assessment has not been completed.",,,,,Time Reference for Management Information
